Source,Target,Weight
SEA Games,Southeast Asian Games,100
SEA Games,South East Asia,40
SEA Games,2019,37
SEA Games,Philippines 2019 Southeast Asian Games,36
SEA Games,Football,25
SEA Games,2017 Southeast Asian Games,24
SEA Games,2017,24
SEA Games,Medal,17
SEA Games,Football at the Southeast Asian Games,16
SEA Games,Football at the 2019 Southeast Asian Games,13
SEA Games,Indonesia national football team,12
SEA Games,Jakarta Palembang 2018 Asian Games,8
SEA Games,Final,7
SEA Games,Association of Southeast Asian Nations,4
SEA Games,Football at the 2017 Southeast Asian Games,4
SEA Games,Volleyball,4
SEA Games,Badminton,4
SEA Games,Malaysia,3
SEA Games,Philippines,3
SEA Games,Vietnam national football team,3
SEA Games,Competition,3
SEA Games,Cooperation,3
SEA Games,Badminton at the Southeast Asian Games,2
SEA Games,Cambodia national football team,1
SEA Games,Volleyball at the 2019 Southeast Asian Games,1
Jokowi Mantu,Joko Widodo,100
Jokowi Mantu,Child-in-law,68
Jokowi Mantu,Kahiyang Ayu,15
Jokowi Mantu,Muhammad Bobby Afif Nasution,9
Jokowi Mantu,Wedding invitation,4
Jokowi Mantu,President of Indonesia,4
Jokowi Mantu,Selvi Ananda,4
Jokowi Mantu,Medan,3
Jokowi Mantu,Gibran Rakabuming Raka,3
Jokowi Mantu,Wedding,3
Jokowi Mantu,Adat,3
Jokowi Mantu,Indonesian Regional Election,2
Jokowi Mantu,Marriage,1
Jokowi Mantu,Employment,1
Ayam Geprek,Ayam geprek,100
Ayam Geprek,Recipe,31
Ayam Geprek,Sambal,19
Ayam Geprek,Chicken,18
Ayam Geprek,Chicken,11
Ayam Geprek,Geprek Bensu,10
Ayam Geprek,Bumbu,7
Ayam Geprek,Frying,5
Ayam Geprek,Menu,4
Ayam Geprek,Ayam penyet,3
Ayam Geprek,Pungency,3
Ayam Geprek,Indomie Mi goreng,3
Ayam Geprek,Calorie,2
Ayam Geprek,Ayam goreng,2
Ayam Geprek,Fried chicken,2
Ayam Geprek,Garlic,2
Ayam Geprek,Ayam bakar,1
Ayam Geprek,Flour,1
Ayam Geprek,Cheese,1
Ayam Geprek,Category:Sambal matah,1
Ayam Geprek,Crispy fried chicken,1
Ayam Geprek,Ruben Onsu,1
Raja Salman,Salman of Saudi Arabia,100
Raja Salman,Saudi Arabia,12
Raja Salman,Daughter,6
Raja Salman,King of Saudi Arabia,6
Raja Salman,Princess,5
Raja Salman,Prince,5
Raja Salman,Wife,5
Raja Salman,Basuki Tjahaja Purnama,4
Raja Salman,Bodyguard,3
Raja Salman,Wealth,3
Raja Salman,Joko Widodo,3
Raja Salman,Muhammad Rizieq Shihab,2
Raja Salman,End time,2
Raja Salman,King,2
Raja Salman,Monarch,2
Raja Salman,Meme,2
Raja Salman,Offspring,1
Raja Salman,Vacation,1
Raja Salman,Raja,1
Raja Salman,Hussa bint Ahmed Al Sudairi,1
Raja Salman,Abdullah of Saudi Arabia,1
Sidang Ahok,Basuki Tjahaja Purnama,100
Sidang Ahok,Day,40
Sidang Ahok,News,9
Sidang Ahok,Case,7
Sidang Ahok,Decision-making,4
Sidang Ahok,Muhammad Rizieq Shihab,3
Sidang Ahok,Judge,3
Sidang Ahok,Witness,3
Sidang Ahok,January,3
Sidang Ahok,December,3
Sidang Ahok,detikcom,3
Sidang Ahok,2016,2
Sidang Ahok,Blasphemy,2
Sidang Ahok,Indonesian Regional Election,1
Sidang Ahok,Islamic Defenders Front,1
Sidang Ahok,February,1
Sidang Ahok,Review of court decision in Indonesia,1
Sidang Ahok,March,1
Sidang Ahok,Ma'ruf Amin,1
Sidang Ahok,Metro TV,1
Sidang Ahok,Prison,1
Sidang Ahok,Broadcasting,1
Sidang Ahok,Joko Widodo,1
Sidang Ahok,Ahmad Dhani,1
Sidang Ahok,Prosecutor,1
Om Telolet Om,Om telolet om,100
Om Telolet Om,Om Telolet Om,77
Om Telolet Om,DJ,31
Om Telolet Om,Fitri Melinda,11
Om Telolet Om,Marshmello,7
Om Telolet Om,Remix,4
Om Telolet Om,Ringtone,4
Om Telolet Om,Meme,3
Om Telolet Om,DJ Snake,3
Om Telolet Om,Alan Walker,2
Om Telolet Om,Marshmallow,2
