Source,Target,Weight
Tragedi Mina,2015 Mina stampede,81
Tragedi Mina,Tragedy,23
Tragedi Mina,Hajj,19
Tragedi Mina,2015,19
Tragedi Mina,1990,15
Tragedi Mina,Tunnel,11
Tragedi Mina,1990 Mecca tunnel tragedy,8
Goyang Dumang,Goyang Dumang,100
Goyang Dumang,DJ,23
Goyang Dumang,Cita Citata,17
Goyang Dumang,Upin & Ipin,8
Goyang Dumang,Dangdut,7
Goyang Dumang,Friendship,6
Goyang Dumang,Remix,6
Goyang Dumang,Gymnastics,5
Goyang Dumang,Goyang Dua Jari,3
Goyang Dumang,Karaoke,3
Goyang Dumang,Lagi Syantik,3
Goyang Dumang,Musical note,3
Goyang Dumang,Goyang Nasi Padang,2
Goyang Dumang,Meriang,2
Goyang Dumang,Melodica,2
Goyang Dumang,Bang Jono (Koplo),2
Goyang Dumang,Sakitnya Tuh Disini,2
Goyang Dumang,Jaran Goyang,2
Goyang Dumang,Surat Cinta Untuk Starla,1
Goyang Dumang,Dia,1
Goyang Dumang,Goyang Dua Jari,1
Goyang Dumang,Asal Kau Bahagia,1
Goyang Dumang,Despacito,0
Goyang Dumang,Cinta Satu Malam,0
Goyang Dumang,Pokémon,0
Piala Presiden,Piala Presiden,100
Piala Presiden,2018,22
Piala Presiden,2019,21
Piala Presiden,2018 Indonesia President's Cup,21
Piala Presiden,2017,18
Piala Presiden,2017 Indonesia President's Cup,18
Piala Presiden,Final,12
Piala Presiden,Persib Bandung,10
Piala Presiden,Arema F.C.,7
Piala Presiden,Persija Jakarta,6
Piala Presiden,Persebaya Surabaya,5
Piala Presiden,Competition,4
Piala Presiden,semi-final,4
Piala Presiden,Piala Presiden,3
Piala Presiden,Indosiar,3
Piala Presiden,Sriwijaya FC,2
Piala Presiden,Group,2
Piala Presiden,Madura United FC,2
Piala Presiden,Champion,2
Piala Presiden,Bali United FC,2
Piala Presiden,PSM Makassar,2
Piala Presiden,Esports,1
Piala Presiden,Team,1
Piala Presiden,Kalteng Putra F.C.,1
