Source,Target,Weight
ISIS,Bomb,2
ISIS,Indonesian nationality law,2
ISIS,Marawi City,2
ISIS,Upaya,2
ISIS,Slavery,1
ISIS,Islamic Defenders Front,1
ISIS,Filipino,1
ISIS,Surabaya bombings,1
ISIS,Muhammad Rizieq Shihab,1
ISIS,Tawhid,1
ISIS,ISIS PHARMA,1
ISIS,Jamaah Ansharut Daulah,0
Sakitnya Tuh Disini,Sakitnya Tuh Disini,100
Sakitnya Tuh Disini,Cita Citata,23
Sakitnya Tuh Disini,Goyang Dumang,7
Sakitnya Tuh Disini,Batak,5
Sakitnya Tuh Disini,Dangdut,4
Sakitnya Tuh Disini,DJ,4
Sakitnya Tuh Disini,Aku Mah Apa Atuh,3
Sakitnya Tuh Disini,Musical note,3
Sakitnya Tuh Disini,Dangdut Koplo,3
Sakitnya Tuh Disini,Remix,3
Sakitnya Tuh Disini,SAMBALADO,2
Sakitnya Tuh Disini,Meriang,2
Sakitnya Tuh Disini,Melodica,2
Sakitnya Tuh Disini,Gymnastics,2
Sakitnya Tuh Disini,Siti Badriah,1
Sakitnya Tuh Disini,Karaoke,1
Sakitnya Tuh Disini,Indonesia Raya,1
Sakitnya Tuh Disini,Dia,0
Sakitnya Tuh Disini,Yuka Tamada,0
Sakitnya Tuh Disini,Sakitnya Tuh Disini,0
Sakitnya Tuh Disini,Surat Cinta Untuk Starla,0
Sakitnya Tuh Disini,Tune,0
Sakitnya Tuh Disini,Asal Kau Bahagia,0
Sakitnya Tuh Disini,Jaran Goyang,0
Nagita Slavina,Nagita Slavina,100
Nagita Slavina,Raffi Ahmad,16
Nagita Slavina,Ayu Ting Ting,6
Nagita Slavina,Menerka Nerka,3
Nagita Slavina,Fashion,2
Nagita Slavina,Brother,2
Nagita Slavina,Necklace,1
Nagita Slavina,Section,1
Nagita Slavina,Yoga,1
Nagita Slavina,Paula Verhoeven,1
Nagita Slavina,Hati Terlatih,0
Nagita Slavina,Mukena,0
Nagita Slavina,Atta Halilintar,0
Nagita Slavina,Kaftan,0
Nagita Slavina,Face shield,0
Nagita Slavina,Shield,0
Nagita Slavina,Hermès,0
MH 370,Malaysia Airlines Flight 370,100
MH 370,Malaysia Airlines,47
MH 370,Malaysia Airlines,40
MH 370,Airplane,31
MH 370,Malaysia,12
MH 370,Mystery,6
MH 370,Malaysia Airlines Flight 17,3
MH 370,Airline,3
Pilpres 2014,2014,100
Pilpres 2014,2014 Indonesian presidential election,100
Pilpres 2014,Result,27
Pilpres 2014,"Presidential election in Indonesia, 2019",24
Pilpres 2014,2019,20
Pilpres 2014,Prabowo Subianto,16
Pilpres 2014,Election,13
Pilpres 2014,Joko Widodo,12
Pilpres 2014,Sound,11
Pilpres 2014,2009,8
Pilpres 2014,"Indonesian Legislative Election, 2014",8
Pilpres 2014,Public participation,7
Pilpres 2014,2009 Indonesian presidential election,7
Pilpres 2014,Abstention,6
Pilpres 2014,Survey,5
Pilpres 2014,Rights,5
Pilpres 2014,Voting,5
Pilpres 2014,2004,5
Pilpres 2014,2004 Indonesian presidential election,5
Pilpres 2014,Indonesian Regional Election,4
Pilpres 2014,President of Indonesia,4
Pilpres 2014,Political party,4
Pilpres 2014,General Elections Commission of Indonesia,4
Pilpres 2014,Cheating,3
Pilpres 2014,Suffrage,3
Kabinet Jokowi,Joko Widodo,100
Kabinet Jokowi,Cabinet,97
Kabinet Jokowi,Cabinet of Indonesia,65
Kabinet Jokowi,Minister,42
Kabinet Jokowi,2019,30
Kabinet Jokowi,Working Cabinet,11
Kabinet Jokowi,Ma'ruf Amin,8
Kabinet Jokowi,Onward Indonesia Cabinet,7
Kabinet Jokowi,2024,6
Kabinet Jokowi,President of Indonesia,3
Kabinet Jokowi,Council of State,3
Kabinet Jokowi,Prabowo Subianto,3
Kabinet Jokowi,Cabinet reshuffle,2
Kabinet Jokowi,Ministry,2
Kabinet Jokowi,Jusuf Kalla,2
Kabinet Jokowi,Nadiem Makarim,2
Kabinet Jokowi,President,1
Kabinet Jokowi,Sukarno,1
Kabinet Jokowi,Susilo Bambang Yudhoyono,1
Kabinet Jokowi,Political party,1
Kabinet Jokowi,Basuki Tjahaja Purnama,1
Kabinet Jokowi,Cabinet of the Netherlands,1
Kabinet Jokowi,Fachrul Razi,1
Kabinet Jokowi,Tito Karnavian,1
Kabinet Jokowi,Wishnutama,1
Ebola,Ebola,100
Ebola,Virus,62
Ebola,Disease,21
Ebola,Coronavirus disease 2019,15
Ebola,Coronavirus,13
Ebola,West African Ebola virus epidemic,8
Ebola,HIV/AIDS,7
Ebola,Epidemic,7
Ebola,HIV,6
Ebola,Influenza,6
Ebola,Vaccine,5
Ebola,Symptom,5
Ebola,Severe acute respiratory syndrome,5
Ebola,Africa,4
Ebola,Severe acute respiratory syndrome coronavirus 2,3
Ebola,Hepatitis,3
Ebola,Avian influenza,3
Ebola,Middle East respiratory syndrome,2
Ebola,Rabies,2
Ebola,Chickenpox,2
Ebola,Transmission,2
Ebola,Case,2
Ebola,2018–2020 Kivu Ebola epidemic,2
Ebola,Pandemic,2
Ebola,Host,1
