Source,Target,Weight
Nissan Evalia,Nissan Motor Indonesia,10
Nissan Evalia,2012,9
Nissan Evalia,2013,8
Nissan Evalia,Nissan Evalia,6
Nissan Evalia,Nissan Serena,6
Nissan Evalia,Used car,5
Nissan Evalia,2014,4
Nissan Evalia,Specification,4
Nissan Evalia,Daihatsu,3
Nissan Evalia,Interior design,3
Nissan Evalia,Nissan Livina,3
Nissan Evalia,Honda,3
Nissan Evalia,Suzuki,3
Nissan Evalia,OLX Group,3
Nissan Evalia,Daihatsu Luxio,3
Daihatsu Ayla,Daihatsu,100
Daihatsu Ayla,Daihatsu Ayla,98
Daihatsu Ayla,Daihatsu,76
Daihatsu Ayla,Price,50
Daihatsu Ayla,Car,36
Daihatsu Ayla,TOYOTA AGYA,28
Daihatsu Ayla,Toyota,20
Daihatsu Ayla,Daihatsu Sigra,12
Daihatsu Ayla,Honda,12
Daihatsu Ayla,Credit,10
Daihatsu Ayla,DAIHATSU AYLA,10
Daihatsu Ayla,Toyota Astra Motor,9
Daihatsu Ayla,Honda Brio,9
Daihatsu Ayla,Toyota,9
Daihatsu Ayla,Suzuki,7
Daihatsu Ayla,Specification,7
Daihatsu Ayla,Used car,7
Daihatsu Ayla,Manual transmission,6
Daihatsu Ayla,Nissan,6
Daihatsu Ayla,Suzuki,6
Daihatsu Ayla,Toyota Avanza,4
Daihatsu Ayla,OLX Group,4
Daihatsu Ayla,2014,4
Mitsubishi Outlander,Mitsubishi,100
Mitsubishi Outlander,Mitsubishi Outlander,89
Mitsubishi Outlander,Mitsubishi RVR,55
Mitsubishi Outlander,Car,16
Mitsubishi Outlander,Mitsubishi Motors,13
Mitsubishi Outlander,Honda,11
Mitsubishi Outlander,Toyota,9
Mitsubishi Outlander,Mitsubishi Xpander,7
Mitsubishi Outlander,Honda HR-V,6
Mitsubishi Outlander,2013,5
Mitsubishi Outlander,Outlander,5
Mitsubishi Outlander,2012,5
Mitsubishi Outlander,2014,4
Mitsubishi Outlander,Mitsubishi Pajero,4
Mitsubishi Outlander,2017 Mitsubishi Outlander,4
Mitsubishi Outlander,2016,4
Mitsubishi Outlander,2018 Mitsubishi Outlander,4
Mitsubishi Outlander,Suzuki,3
Mitsubishi Outlander,Mitsubishi Outlander PHEV,3
Mitsubishi Outlander,Used car,3
Mitsubishi Outlander,Nissan,3
Mitsubishi Outlander,Mitsubishi Outlander Sport,3
Mitsubishi Outlander,Toyota Astra Motor,3
Mitsubishi Outlander,2013 Mitsubishi Outlander,3
Tata Nano,Tata Nano,100
Tata Nano,Tata,95
Tata Nano,Car,66
Tata Nano,Tata Motors,15
Tata Nano,Dealer,7
Tata Nano,Car dealership,4
Tata Nano,Nissan,3
Tata Nano,Credit,3
Tata Nano,"1,000,000",3
Tata Nano,Light car,3
Tata Nano,Daihatsu,3
Tata Nano,Daihatsu,2
Tata Nano,Datsun redi-Go,2
Tata Nano,Pickup truck,2
Tata Nano,Used car,2
Tata Nano,OLX Group,2
Tata Nano,Suzuki,2
Tata Nano,Daihatsu Sigra,2
Tata Nano,Daihatsu Ayla,2
Tata Nano,Suzuki,2
Tata Nano,Wheel,1
Tata Nano,Electric car,1
Tata Nano,Kia,1
Mitsubishi Mirage,Mitsubishi Mirage,100
Mitsubishi Mirage,Mitsubishi,97
Mitsubishi Mirage,Car,24
Mitsubishi Mirage,Mitsubishi Motors,16
Mitsubishi Mirage,Honda,11
Mitsubishi Mirage,Toyota,8
Mitsubishi Mirage,Nissan,7
Mitsubishi Mirage,2016,6
Mitsubishi Mirage,2015,5
Mitsubishi Mirage,Suzuki,5
Mitsubishi Mirage,Nissan Micra,5
Mitsubishi Mirage,2014,5
Mitsubishi Mirage,TOYOTA AGYA,4
Mitsubishi Mirage,Honda Brio,4
Mitsubishi Mirage,2013,4
Mitsubishi Mirage,Kia,4
Mitsubishi Mirage,Daihatsu,4
Mitsubishi Mirage,Toyota,4
Mitsubishi Mirage,2015 Mitsubishi Mirage,4
Mitsubishi Mirage,Honda Fit,3
Mitsubishi Mirage,Suzuki,3
Mitsubishi Mirage,2012,3
Mitsubishi Mirage,Toyota Astra Motor,3
Bentley Mulsanne,Bentley,100
Bentley Mulsanne,Bentley Mulsanne,96
Bentley Mulsanne,Bentley Motors Limited,30
Bentley Mulsanne,Car,13
Bentley Mulsanne,Rolls-Royce,9
Bentley Mulsanne,Rolls-Royce Phantom,9
Bentley Mulsanne,Mercedes-Benz,4
