Source,Target,Weight
Crazy Rich Asian,American actress,3
Crazy Rich Asian,Topic,3
Crazy Rich Asian,Topic,2
Crazy Rich Asian,Soundtrack,2
Crazy Rich Asian,Topic,2
Crazy Rich Asian,Company,2
Crazy Rich Asian,Film company role or service,2
Crazy Rich Asian,Arts,2
Crazy Rich Asian,"Song by George David Weiss, Hugo Peretti, and Luigi Creatore",2
Crazy Rich Asian,Song by Elvis Presley,2
Crazy Rich Asian,Actress,2
A Quiet Place,Film series,100
A Quiet Place,2020 film,98
A Quiet Place,2018 film,85
A Quiet Place,Topic,44
A Quiet Place,Topic,8
A Quiet Place,Film genre,3
A Quiet Place,Topic,2
A Quiet Place,Production company,2
A Quiet Place,Film,2
A Quiet Place,Topic,2
A Quiet Place,Film series,2
A Quiet Place,Promotion,1
A Quiet Place,Topic,1
A Quiet Place,2021 film,1
A Quiet Place,Film,1
A Quiet Place,Film series,1
A Quiet Place,Building use,1
The Meg,2018 film,100
The Meg,Topic,57
The Meg,Topic,20
The Meg,Topic,5
The Meg,Topic,5
The Meg,Sharks,4
The Meg,Topic,4
The Meg,Fish,3
The Meg,Actor,3
The Meg,Building function,3
The Meg,Promotion,2
The Meg,Song,2
The Meg,Chinese actress,2
The Meg,Performing arts,2
The Meg,Occupation,2
The Meg,2018 film,1
The Meg,Film,1
The Meg,2018 film,1
The Meg,Film series,1
The Meg,Film format,1
The Meg,2018 film,1
The Meg,Film series,1
